smiles,Helper_lipid_ID,Helper_lipid_ID_DOPE,Helper_lipid_ID_DOTAP,Helper_lipid_ID_DSPC,Helper_lipid_ID_MDOA,Cationic_Lipid_to_mRNA_weight_ratio,Cationic_Lipid_Mol_Ratio,Phospholipid_Mol_Ratio,Cholesterol_Mol_Ratio,PEG_Lipid_Mol_Ratio,Purity,Mix_type,Cargo_type,Cargo_type_mRNA,Cargo_type_pDNA,Cargo_type_siRNA,Target_or_delivered_gene,Model_type,Model_type_A549,Model_type_BDMC,Model_type_BMDM,Model_type_HBEC_ALI,Model_type_HEK293T,Model_type_HeLa,Model_type_IGROV1,Model_type_Mouse,Model_type_RAW264p7,Delivery_target,Delivery_target_body,Delivery_target_dendritic_cell,Delivery_target_generic_cell,Delivery_target_liver,Delivery_target_lung,Delivery_target_lung_epithelium,Delivery_target_macrophage,Delivery_target_muscle,Delivery_target_spleen,Route_of_administration,Route_of_administration_in_vitro,Route_of_administration_intramuscular,Route_of_administration_intratracheal,Route_of_administration_intravenous,Batch_or_individual_or_barcoded,Batch_or_individual_or_barcoded_Barcoded,Batch_or_individual_or_barcoded_Individual,Value_name,Formulation_ID,Cationic_Lipid_Mass_Ratio,Phospholipid_Mass_Ratio,Cholesterol_Mass_Ratio,PEG_Lipid_Mass_Ratio,Amine,Tail,Lipid_name,Library_ID,Experiment_ID,Experimenter_ID,Experiment_weight,Goal,screen_id,Source,Sample_weight,Comment,Amine_number,Full_SMILES,Amine_SMILES,Tail_length,Num_tails,Ketone,Isocyanide,Is_cyclic,Formulation,Batch_or_individual,Random_id,4CR_Lipid_name,Aldehyde,Carboxylic_acid,Amine_name,Tail_name,Linker,MolWt,Tail_count,Num tails,Common_name,Ester,Disulfide,Total_radiance,Form_comment,molecular_weight,split_name_for_normalization,Encapsulation_Efficiency_EE<50,Encapsulation_Efficiency_50<=EE<80,Encapsulation_Efficiency_80<EE<=100,PDI_0_0to0_2,PDI_0_2to0_3,PDI_0_3to0_4,PDI_0_4to0_5,toxic,size,Biodistribution_lymph_nodes,Biodistribution_heart,Biodistribution_liver,Biodistribution_spleen,Biodistribution_lung,Biodistribution_kidney,Biodistribution_muscle,quantified_total_luminescence,unnormalized_delivery,quantified_delivery
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,DOPE,1,0,0,0,12.97231927,34.65346535,39.6039604,24.75247525,0.99009901,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,0.0,4.500031867864786,0.0036778457404739,0.00111977791364668,0.0109807451773001,0.0053398174998587,0.0035253353907892,0.0094575969413462,0.965898881336585,0.664597706735618,0.664597706735618,-0.11488788090121345
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,DOPE,1,0,0,0,14.30278396,41.86046512,37.20930233,18.60465116,2.325581395,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,0.0,4.578518154990665,0.0060241570037533,0.00352191807012307,0.0129438874596237,0.0112365957475355,0.0070505445556177,0.0163551166761144,0.942867780487232,0.387412476367661,0.387412476367661,-0.3986436706030603
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,DOPE,1,0,0,0,14.78083639,50.0,10.0,38.5,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,Crtl,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,0,1,0,0,0.0,4.373742415086184,0.0013202532963125,0.000860633620224201,0.0050393132707677,0.0029913613071963,0.0027002818402927,0.0088532339643477,0.978234922700859,1.0,1.0,0.2284649826936687
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,DSPC,0,0,1,0,14.67100244,50.0,10.0,38.5,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,Crtl,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,0.0,4.434619084793052,0.0077018539958447,0.00244833711322221,0.0462111239750686,0.0198642411939162,0.003812269043503,0.0092204177438028,0.910741756934642,1.0,1.0,0.2284649826936687
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DSPC,0,0,1,0,11.7812451,54.90196078,23.52941176,19.60784314,1.960784314,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,0.0,4.485936098064394,0.0044866898597079,0.00155299888410839,0.0080820090822835,0.0077127802409609,0.0038526605362247,0.0053668717440729,0.968945989652641,1.22295554827804,1.22295554827804,0.4567055984943763
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,18.01459482,54.90196078,23.52941176,19.60784314,1.960784314,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,1,0,1,0,0,0,0.0,4.73444252169223,0.0022192216534357,0.00134658478491355,0.0092807152024576,0.0103471897935628,0.0030892887036661,0.0030599193517596,0.970657080510204,2.4848301850992,2.4848301850992,1.7484924429831588
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,DSPC,0,0,1,0,14.67100244,50.0,10.0,38.5,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,Crtl,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,0.0,4.379899373657707,0.0165979002447495,0.00361970146585138,0.310566371988181,0.0118953898978584,0.0072749796346181,0.006472223261143,0.643573433507598,1.0,1.0,0.2284649826936687
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,18.26075368,50.0,10.0,38.5,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,1,0,1,0,0,0,,4.7140245909001735,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,10.85564,30.9,36.3,25.9,6.9,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,0,1,0,0,,4.002960000420248,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,12.10629825,33.7,32.2,28.8,5.4,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,,3.9917579734469997,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,8.076607527,21.5,44.3,27.4,6.7,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,0,1,0,0,,4.150252194160397,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,9.262126773,28.5,36.9,23.3,11.4,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,0,1,0,0,,3.9384701754429945,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,14.14390228,47.0,40.4,5.7,6.8,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,1,0,0,1,0,0,,4.139158578011894,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,17.98206341,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,1,0,1,0,0,0,0.0,4.465333240800292,0.0929588198875335,0.00109661539851913,0.0103406974639253,0.0026233354797237,0.0025737398084339,0.0031953388885995,0.887211453073265,2.49616154919077,2.49616154919077,1.7600924122958608
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,13.95064466,41.0,39.5,16.0,3.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,1,0,1,0,0,0,0.0,4.25063580654847,0.0021792959265657,0.00233573351378476,0.0071844964735357,0.0071836942294987,0.0047115792294205,0.0040854277585261,0.972319772868668,1.71461830076508,1.71461830076508,0.9600230097927506
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,11.40653622,31.3333,31.3333,31.3333,6.0,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,0,1,0,0,0.0,4.188896879163323,0.0142737392382439,0.00348189340868737,0.0088085832027667,0.0038525568856599,0.0059327458814281,0.0061031658708408,0.957547315512373,0.645718762121967,0.645718762121967,-0.134214342958635
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,16.77836699,50.0,23.5,23.5,3.0,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,1,0,1,0,0,0,0.0,4.343935283551159,0.0065593281978378,0.00138907609400551,0.0061391975300792,0.0061341112023824,0.003668259534957,0.004061941298692,0.972048086142046,1.35219591573978,1.35219591573978,0.589009554523277
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,9.200348974,22.0,22.0,50.0,6.0,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,1,0,0,0,1,0,0,,4.057161771094385,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,10.72417162,27.0,27.0,41.0,5.0,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,1,0,0,0,1,0,0,,4.102973888920155,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,7.092439729,16.0,39.5,41.0,3.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,1,0,0,1,0,0,0.0,4.127940511650616,0.0097349353786325,0.00823434520879355,0.0380775286515883,0.0189007253206434,0.0281939358827934,0.0273826912679074,0.869475838289641,0.161929321885153,0.161929321885153,-0.6294718084504944
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,14.93804335,39.5,16.0,41.0,3.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,1,0,1,0,0,0,0.0,4.116269119637892,0.001760701736928,0.00134882241229812,0.007214478250218,0.0027777141653043,0.0025824833654297,0.0033840005311595,0.980931799538662,0.834918279031508,0.834918279031508,0.0594700689438577
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,DSPC,0,0,1,0,14.343031,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,Crtl,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,0.0,4.312676556539088,0.0122849683487715,0.00187692747865846,0.313004652084084,0.0267625511357853,0.0047800095187527,0.0040021403438305,0.637288751090117,1.0,1.0,0.2284649826936687
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,17.98206341,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,1,0,1,0,0,0,0.0,4.5612182984589085,0.0023042714812139,0.00151653786120671,0.0098188396509133,0.0195498469521307,0.0027871451432642,0.0025655216562403,0.961457837255031,3.54213716664653,3.54213716664653,2.830862441947292
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,13.95064466,41.0,39.5,16.0,3.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,0,1,0,0,0.0,4.2756934238792645,0.0033963624609952,0.00439836397767252,0.0092243812081204,0.0070906355917358,0.0077777740105715,0.0070228258793507,0.961089656871554,1.60048193764837,1.60048193764837,0.8431810921808852
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,16.77836699,50.0,23.5,23.5,3.0,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,1,0,1,0,0,0,0.0,4.300138475201197,0.0251900613139205,0.0263858529561065,0.0690244086529141,0.0290319859464883,0.0512059292322219,0.0395084822769767,0.759653279621372,0.244442812501583,0.244442812501583,-0.5450023702346131
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,14.93804335,39.5,16.0,41.0,3.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,1,0,1,0,0,0,,4.035478809355064,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,DOPE,1,0,0,0,14.07835597,41.0,40.0,16.0,3.0,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,ser,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,0,1,0,0,0.0,4.314416735011824,0.0083274054371694,0.00279899792781369,0.0133506530995165,0.0059047000484541,0.0080078145135516,0.0061108877411107,0.955499541232384,1.4036171732161,1.4036171732161,0.6416497312862518
